fréquence	lemma	UD	
1	Seizh		
1	16		
1	sammad		
1	skorañ.-añ		
1	lavar.-où_(PL)		
1	aozañ.-ien		
1	Na
10	mestr
3	!		
1	Bu		
1	Né		
1	ré		
1	neûbeùd		
1	troidellat		
1	debriñ.IMP		
1	zeber		
1	kaout.pez		
1	metama		
1	rouzer		
1	Bon		
1	lavarout-'		
1	lâr-eñ,		
1	ba’		
1	charaban.		
1	skorañ		
1	lavaroù		
1	diarvar		
1	aozañ.-erien		
1	Neblec'h		
1	tebran		
1	nekon		
1	numéral_ordinal		
1	votiñ		
1	mais		
1	azw		
1	zeir		
1	pap		
1	ruk		
1	y		
1	presia		
1	faou		
1	onnenn		
1	teuy		
1	trouilhoù		
1	tokarn		
1	moto		
1	redadeg		
1	nen)		
1	e-giz-mañ-e-giz-mañ.ads		
1	Salut		
1	Selaouet		
1	Kapios		
1	kathe		
1	arthro		
1	(uniquement		
1	portée		
1	large)		
1	Eh		
1	Maes		
1	avañsiñ.-et_(Adj)		
1	tro-dro		
1	Truez		
1	enebiñ.-our		
1	badont		
1	padet.-et_(Adj)		
1	pal		
1	en-deus		
1	falé		
1	foñnt		
1	freynañ		
1	Goëlo		
1	gavan		
1	ahanoh		
1	kozh.kosaad.-aat		
1	beadra		
1	mm?		
1	Salaun		
1	a-beurzh-vat		
1	Kleved		
1	diaes.diaseañ.diaseañ		
1	diwezhatoc'h		
1	hiny		
1	hâ/hy.		
1	Béb		
1	évid-hoc'h		
1	c'hortozent		
1	perenn.-enn		
1	gerift		
1	umbrómm		
1	hån		
1	nèt		
1	vorlórt		
1	korìara		
1	pezemɔ̃		
1	Pesord		
1	brez		
1	ac'hann.eno		
1	ampech		
1	res-te		
1	n’he		
1	Peuraozet		
1	banvez		
1	peuzevañ.evañ		
1	peuzlazhañ.lazhañ		
1	peuzloskiñ.loskiñ		
1	peuzdall		
1	peuzdon.don		
1	peuzdous.dous		
1	peuzdu		
1	dichek		
1	(mat)		
1	/)		
1	dañvad		
1	deñved		
1	pleuñv-se-DEM		
1	yi-tiao		
1	shayu		
1	gongji-le		
1	mei-yi-ge		
1	haidao		
1	Táthar		
1	cairdiúil		
1	anseo		
1	Cuirfear		
1	amárach		
1	í		
1	reilg		
1	Chill		
1	Bhriocáin		
1	th'		
1	éis		
1	Aifreann		
1	haon		
1	chlog.		
1	Ga		
1	Stard		
1	klevout.glever		
1	Reviñ		
1	rev.-iñ		
1	Lennit		
1	-he		
1	interes		
1	neze		
1	mintin-DEM		
1	c'hae-lestrañ		
1	daspugnet		
1	peuzlazhañ-peuzlazhañ.lazhañ		
1	peuzloskiñ		
1	peuzevañ		
1	war-nes		
1	rede		
1	Idha		
1	Yani		
1	opios		
1	etreche		
1	koad.goadeg.goadeg		
1	emaint.		
1	gristenien		
1	renke		
1	rankan		
1	rann-ger		
1	Debret		
1	porzhier.		
1	Ret-groñs		
1	sinañ		
1	z-z.z.z		
1	direunet		
1	reunenn.Singulatif		
1	feskenn.-où_(PL)		
1	(anezho)		
1	a-diavez		
1	du-mouar		
1	kas.kaset-kaset-kaset		
1	dorn.-ad		
1	Reit		
1	soniñ.-iñ		
1	sent		
1	-i_(V.)		
1	lazét		
1	recevod		
1	sioù		
1	aer.-us		
1	droug-Droug-Spered		
1	startijenn		
1	stouet.-et_(Adj)		
1	gavr-Iniz		
1	joñj		
1	pajennoù		
1	poultrenn		
1	gwrac'h		
1	milliget-hont		
1	dipitus		
1	paleo		
1	teufe.		
1	hed.-iñ		
1	c'hello		
1	Thimame		
1	dhjavaze		
1	poli		
1	sinandises		
1	ine		
1	filos		
1	mu		
1	veleien.		
1	kement.all		
1	direunet-direunet.reun.direunet		
1	uzet		
1	mogerioù		
1	vitañ.		
1	chas-DEM		
1	yudal		
1	moat		
1	altyd		
1	smoarge		
1	putsjes		
1	dwaan		
1	In		
1	kriget		
1	skuld		
1	art.-onsi.-où_(PL)		
1	ledañ.-et_(Adj)		
1	plañchod		
1	redek…		
1	Nobl		
1	partabl		
1	bezret		
1	henvel		
1	Tá		
1	teach		
1	ceannaithe		
1	agam		
1	Intentet		
1	tabut		
1	zidamall-zidamall-zidamall-zidamall.zidamall		
1	taolioù-mouezh.-où		
1	kwalldapo		
1	A:ni		
1	añ		
1	s-ba:bigi		
1	I:da		
1	o'		
1	odham		
1	tokou.-où_(PL)		
1	komz.-et_(Adj)		
1	godelloù,		
1	kamion		
1	keñ		
1	Bresilian		
1	walhe		
1	(eh)		
1	noazh		
1	Tra		
1	droi		
1	droadikell.-ikell		
1	gwisket		
1	zibrennañ-zibrennañ-zibrennañ.prennañ		
1	Lak’		
1	moc’h		
1	temptadur		
1	abred.-oc'h		
1	devejou		
1	hem		
1	maruaillaff		
1	edefiç		
1	artifiç		
1	templ		
1	Kana		
1	ar
2	vatezh
1	vihan		
1	geizoù		
1	lipañ		
1	pillig		
1	valsiñ		
1	tlefe		
1	dad-kozh		
1	sevener		
1	filmañ		
1	ouies		
1	kraou.pluriel_interne		
1	warni.pronom_incorporé		
1	gorre		
1	war.nes		
1	war-var		
1	soulet		
1	Soulet/Sounnet		
1	velo.		
1	eur.IMP		
1	ogmantiñ.-et_(Adj)		
1	Dor		
1	prennañ.-et_(Adj)		
1	zek		
1	c'hoarier		
1	radio		
1	bevet		
1	respount		
1	taoler.-et_(Adj)		
1	plad.-ad		
1	(/'		
1	dud)		
1	vroudig		
1	a.kaout		
1	sorserez		
1	laouenidigezh		
1	Sylvie		
1	serriñ.serrapl		
1	houarn.houarnaj		
1	brav.braùet		
1	diskonfortañs-diskonfortañs.diskonfortañs.diskonfortañs		
1	eus,_ag		
1	gwinizh.gwinizhegi		
1	truez.truek		
1	trapikellet		
1	flankenn		
1	diblaen		
1	lenn.lennerion		
1	gant.art		
1	ditourerion		
1	troienn-mañ-troienn-troienn-mañ-troienn-Indéfini_de_choix_libre_par_reduplication		
1	tra-mañ-tra-tra-mañ-tra-Indéfini_de_choix_libre_par_reduplication		
1	breton		
1	kenseurted-kenseurted-kenseurted.sort.-ed_(PL)		
1	labourizion		
1	Solange		
1	kozh.koshikoc'h.-oc'h		
1	brazikoc'h		
1	ac'hanin.pronom_incorporé		
1	a-benn-kaer.a-benn-kaer.a-benn-kaer-kaer		
1	ti.tiadoù.-adoù		
1	a-pih		
1	fozelloù.-elloù		
1	drøs-ka:r.drøs-ka:r-kaer		
1	d-əlan		
1	P/e-kannañ		
1	e-kã		
1	enemp		
1	dismantrañ		
1	gouchent		
1	had-a-hed		
1	araokaet.-aat		
1	a-a-vezk		
1	anoued		
1	gaw		
1	founab		
1	ehouolh		
1	distaget-distaget.stagañ.-et_(Adj)		
1	zoc'h		
1	barr.-ig		
1	kamm		
1	A-ziwar		
1	marc'had.-our		
1	berzh		
1	tunet.		
1	A-zal		
1	aesañ-tout.aesañ-tout.aesañ-tout-aesañ-tout		
1	/nə		
1	afaer		
1	liesoc'h.-oc'h		
1	alézon		
1	ched		
1	Eñ/Yann		
1	??		
1	ana:ẃed		
1	ən		
1	a-kostez.		
1	ankouaat		
1	məmbez		
1	ã		
1	ər		
1	̌jyry:n/		
1	/pexjew		
1	byga:laj		
1	welit		
1	pex		
1	əred		
1	pech		
1	cardinaux.-vet		
1	ariù		
1	mbwa.kaout		
1	tizhout.-et_(Adj)		
1	ʁe		
1	plankenn		
1	niaz		
1	mə-Xwa		
1	lakaat.-et_(Adj).laked.-où_(PL)		
1	ənavəlew,		
1	POSS-o-daou		
1	faou.-enn		
1	berpet		
1	bernein		
1	beta		
1	hemb		
1	beviñ		
1	Bihan		
1	vigenn		
1	/jã		
1	biskwax		
1	ti.tiadoù.-ad.-où_(PL)		
1	divourrus		
1	droug-droug-bouzelloù		
1	brəzeil		
1	əbed		
1	hoér		
1	Touz		
1	sant.-ez_(F)		
1	gras		
1	mouezhetat		
1	par-doc'h-par		
1	Chomou		
1	gouloù-deiz		
1	mb'.COP		
1	gwalc'h		
1	Madame		
1	lez-he-gwintañ		
1	àr-lec'h		
1	50		
1	glannoù.-où_(PL)		
1	hellou		
1	her		
1	c'har		
1	greiz		
1	dezhe.pronom_incorporé		
1	deomp.pronom_incorporé		
1	Brevet		
1	daet		
1	a-gaouizin,		
1	kerzhit		
1	da_1_-gaouitoñ.		
1	daeroù		
1	zanvez		
1	daousto		
1	Daoustoc'h		
1	tiskrabellat.skrabellat		
1	/xa		
1	zèbein		
1	varikenn-mañ		
1	zalc'ha		
1	tə-zit		
1	ziez		
1	zihan		
1	y-seXed		
1	dijat		
1	e-dan		
1	edan		
1	doc'htu		
1	moranv-moranv.anv		
1	dismantr		
1	Diàr		
1	had		
1	diàrnezhe.pronom_incorporé		
1	serriñ.-abl		
1	korn.-ad		
1	linennoù.		
1	telé		
1	gwez-avaloù		
1	deloh.		
1	ket-echo		
1	toheign.pronom_incorporé		
1	tost.tostañ-ha-rac'h.tostañ-ha-rac'h		
1	ar.pronom_incorporé		
1	Glever		
1	Yenaet		
1	doc’h		
1	/bujardew		
1	duX-ərulern		
1	/Xawa		
1	duX-uzyt		
1	doc'htoñ		
1	/duX-əndon		
1	əwaj		
1	zonet		
1	yaouank-ha-yaouank		
1	dornet		
1	dorneiñ		
1	torheiñ		
1	douaroùier.douaroùier.douaroùier		
1	hrén		
1	park.-où_(PL).-ier_(PL)		
1	douar.douaroùier.douaroùier		
1	Arrest		
1	douaroù.		
1	/dar(non)		
1	eus-a-dreistomp.pronom_incorporé		
1	letanant		
1	drougoù.-où_(PL)		
1	aes.-añ		
1	7		
1	30		
1	pfi-int		
1	Bier		
1	boufam		
1	aze,		
1	eno,		
1	du-ze		
1	gouleu		
1	lesiveuz		
1	/məzo		
1	ẃejd		
1	dəXaj		
1	sar		
1	kan.-enn		
1	gwenedeg		
1	follenn-distag-distag		
1	listenn		
1	Ollivier		
1	alians		
1	Dén		
1	hlehier.		
1	gwellañ-gwellañ-tout		
1	ti.-adoù		
1	èltoñ		
1	/fə		
1	čein		
1	kennig		
1	deoc'h.		
1	St-Meard		
1	lenn_(V).-erion		
1	d-		
1	ouelet.		
1	c'houarn		
1	nac'het		
1	/ag		
1	ərba:geẃ		
1	əndrow		
1	exarmiɲ/		
1	/xagãza		
1	choukañ		
1	erhat		
1	estroc'h-evidin-me.-oc'h.evit.écho		
1	Etrezomp-ni		
1	POSS-hon-daou		
1	ranndi-mañ		
1	euriad.-iad		
1	Banam		
1	məza		
1	zo-rvurx		
1	blez		
1	dibordet-dibordet.bord.-et_(Adj)		
1	aes.aesañ.aesañ		
1	--tout		
1	evidin		
1	-evit		
1	eit		
1	ined.-ed_(PL)		
1	brav-braùet.braùet		
1	diskonfortañs-diskonfortañs.diskonfortañs.-añs		
1	kragn		
1	&.-où_(PL)		
1	glannoù		
1	pətra		
1	Faotañ.fota		
1	duem		
1	hirif		
1	P.-M.		
1	Monfort,		
1	XIX		
1	Kreskiñ		
1	Hen,_hel,_her		
1	ouiont		
1	jãnfote		
1	myjox		
1	faota		
1	fawen.-enn		
1	farder.IMP		
1	/məmbes-a		
1	flaštet		
1	Habaskaet		
1	foetas		
1	/dar-forz		
1	məla:bu:r		
1	amiapl		
1	anezhi.		
1	flankenn.-enn		
1	lunedoù.-où_(PL)		
1	Cupidon		
1	ur_seurt		
1	geti.pronom_incorporé		
1	oen		
1	get-n-eign-pronom_incorporé		
1	/gažd		
1	rəštel		
1	/məŋ		
1	gažd		
1	yeot		
1	oude		
1	naonteg		
1	vloazh		
1	/ude-Xon		
1	grwaj		
1	Annaig.-ig		
1	gouloù-deiz-deiz		
1	droug-sé		
1	houzanv		
1	goûg		
1	oui		
1	/gober		
1	we:t		
1	mb'		
1	gwalc'h.		
1	gwall-vezv		
1	huilé		
1	Vannetais		
1	aes.-aat		
1	gwerso		
1	boutailh.-ad		
1	guin		
1	gwinizhegi.-egi		
1	/dyrãd-ənaŋ		
1	huelan̄		
1	da-POSS		
1	hemzin		
1	lâre		
1	harzan		
1	helia		
1	dishañval-dishañval.dishañval		
1	didalvé		
1	Hañval		
1	riolennoù.-ennoù		
1	vourret		
1	soudard.-ed_(PL)		
1	oadet		
1	hañneï		
1	kani		
1	lenn.-erion		
1	hini_1_		
1	Hanni		
1	gavéet		
1	hañni		
1	dermen		
1	paviñ.-et_(Adj)		
1	hentoù.		
1	/jondez		
1	de:bet		
1	/wel		
1	məxačypaš		
1	houarnoù.-où_(PL)		
1	houarnaj.-aj		
1	o-daouig		
1	brav.braùet.braùet		
1	Strinkit		
1	skampiñ		
1	fachañ.-et_(Adj)		
1	droug)		
1	/izel		
1	vour		
1	jardreingn		
1	laré…		
1	jao		
1	gaih		
1	varteloded		
1	koll-koll-kalon		
1	kenseurted.seurt.-ed_(PL)		
1	ré-men		
1	(*he		
1	des)		
1	pout		
1	zad)		
1	doc’hoc’h		
1	kaust		
1	garga		
1	karan		
1	gwell		
1	samm		
1	gasiñ		
1	produioù		
1	chimik		
1	kleñved.-où_(PL)		
1	kaset		
1	/fəše		
1	lake		
1	lakaat.-et_(Adj).čein		
1	pell.pronom_incorporé		
1	genin,		
1	vro,		
1	yenaet		
1	vlez.		
1	Lous		
1	vlazont		
1	sac'h.-ad.sac'hadoù		
1	krediñ.-et_(Adj)		
1	emb…		
1	abil.abilañ.abilañ		
1	doktored		
1	c'here		
1	Kenteh		
1	paotr-se		
1	([netʃaru…)		
1	quet		
1	bijənoX.-oc'h.pronom_incorporé		
1	ag.ag.gallout.ag		
1	c'hlask		
1	glemmont		
1	c'hleñved		
1	hlinùed		
1	(kaout		
1	avoir)		
1	koed		
1	dam.		
1	c'hompren		
1	genoc’h		
1	deoc’h		
1	tavarn		
1	komzal		
1	gomzec'h		
1	vé		
1	yei		
1	hemir		
1	cornë		
1	c'hostez		
1	Imeingn		
1	koéh		
1	dʁukɛɲ		
1	vorgousket		
1	/urgox		
1	greda		
1	krizv		
1	kuilhet.-et_(Adj)		
1	gulotoù.-où_(PL)		
1	kartoù		
1	yeze		
1	fest-noz		
1	dont.teze		
1	ober.reze		
1	/məgweɲəzej		
1	nigweɲəzej/		
1	Achuit-hi		
1	achuit-hi		
1	daoloù		
1	a-benn-kaer-a-benn-kaer.a-benn-kaer.a-benn-kaer-kaer		
1	y:rys		
1	XiXwe:r		
1	/xazo		
1	tost.dosta		
1	leah		
1	èlti		
1	lakã		
1	təxoŋ		
1	drøs-ka:r-drøs-ka:r.drøs-ka:r-kaer		
1	vehec'h		
1	paravis-paravis-da.pronom_incorporé		
1	/ẃit		
1	POP.-urbu.-urbu		
1	ba:ra		
1	Skoeit		
1	Achapomp		
1	g'		
1	paseet		
1	e-rmaes		
1	aman-ig-où		
1	hur		
1	soignein.		
1	langedig		
1	intañvez		
1	e_1_		
1	é_1_		
1	h)ober		
1	___.'		
1	Diouzh.pronom_incorporé		
1	(Ker)		
1	oeid		
1	lih		
1	lamet		
1	lennerion.-erion		
1	baotr		
1	amanigoù-amanigoù-amanigoù		
1	Madan		
1	eontroù-kordenn		
1	wiz		
1	zozva		
1	pavet		
1	hentoù		
1	ẃidon…/		
1	Henneh		
1	dés		
1	charéat		
1	dibordet		
1	kardlev		
1	POP.en		
1	araok.araokaet		
1	a-benn-kaer-a-benn-kaer.a-benn-kaer.a-benn-kaer--kaer		
1	kouilhon-mat		
1	bev-mat		
1	toemm-mat		
1	kousked,		
1	vlez		
1	koadigoù		
1	dimezet		
1	peder-warn-ugent-war.peder-warn-ugent.peder-warn-ugent		
1	pajenn		
1	bezañ.-et_(Adj)		
1	kleuet		
1	Stok-ha-stok		
1	kouezhomp		
1	mouezhetat.		
1	bihuein		
1	larès,		
1	-hu/		
1	-hui		
1	skouid		
1	genemb		
1	pou		
1	vrèr		
1	mont-yay-ni		
1	hi-ivez-ivez		
1	clévet		
1	kaout-eus-hu		
1	ket-ket-eñ		
1	vrunelle-ni		
1	war-art-àr-un-dro:		
1	zo-zo-c'hwi		
1	koh		
1	éañ		
1	/ẃeilin		
1	žamaes		
1	mɛ̃ɲ		
1	kle:wǝt		
1	razh,_rac'h		
1	linselioù		
1	mand		
1	dorn.participe		
1	faotañ.pronom_incorporé		
1	gunaic'h		
1	nom_de_mois		
1	mae,		
1	anehon		
1	Gwrait		
1	fonnapl.fonnaplañ.fonnaplañ		
1	helloc'h		
1	mên		
1	memproù.-où		
1	məmbwa		
1	dəxi		
1	xu		
1	trugarekaat		
1	menér		
1	varw		
1	a-benn-a-benn-a-benn		
1	milén		
1	vennont		
1	dishañval-dishañval.heñvel		
1	vennit		
1	trugarez.-aat		
1	vennan		
1	taoc’h		
1	marvet		
1	meskled		
1	mémé		
1	n'.Kaout		
1	resourz		
1	meudad.-ad		
1	Goloet		
1	c'horoù.		
1	mi_e_w		
1	vizer		
1	Yaouank-ha-yaouank		
1	chet		
1	moiand		
1	dunet		
1	fonnaploc'h		
1	mounet		
1	gei		
1	mour		
1	arruimp		
1	moranv.anv		
1	fuzuilhenn-mindrailher		
1	pistolenn-tennataer		
1	c'hornad-bro		
1	bara-mel		
1	kours		
1	Difennet		
1	alum		
1	enebourion		
1	voéh		
1	génie		
1	Heot		
1	e.COP		
1	zeue		
1	atav,		
1	COP.ket		
1	tolpañ		
1	vrunelle-ni-echo		
1	karadekoh		
1	nemetañ		
1	ken.pronom_incorporé		
1	bretonnant		
1	oeit		
1	nezé		
1	betag		
1	vlé.		
1	Mae,		
1	komandehe		
1	troad.hed		
1	estroc'h-evidin-me		
1	estreget.-oc'h.evit.echo		
1	rant		
1	pronom_impersonnel		
1	Pronom_impersonnel		
1	pellaet.pell.pellaet		
1	Iouenn		
1	truhek		
1	Franc.-izion		
1	c'hellint		
1	goust		
1	jandarmed		
1	/mə-zyd		
1	əga:ran		
1	eus-int		
1	ket-écho		
1	hér…)		
1	fardañ.IMP		
1	éma		
1	vâlé		
1	p		
1	galéoñ		
1	M.-F.		
1	Berre,		
1	XX		
1	a.lazhañ.IMP		
1	lazher		
1	hoc’h,		
1	/pə-vexe		
1	ga:r		
1	gwazh,_gwashañ		
1	fachiñ.-et_(Adj)		
1	čenekoŋ		
1	(penekoŋ)		
1	droug-DEM		
1	maltouter		
1	/urbo(r)skaex		
1	vwe:s		
1	par-doc'h-par-doc'h-par-doc'h-par		
1	choñjal		
1	paraat		
1	parkoùier		
1	parland		
1	anv.-el_(V)		
1	gwez.peogwir.peogwir		
1	KLT		
1	/xizo		
1	eferniča		
1	lesaat		
1	Pasemant		
1	beban		
1	Péh		
1	/pi		
1	̌jəmen		
1	xox		
1	e-nti		
1	zeur		
1	péker		
1	péger		
1	peger		
1	penaus		
1	Kredein		
1	(penaus)		
1	J.-C		
1	penn-d'		
1	ar-benn		
1	pesk.-our		
1	Groe.		
1	ferson		
1	tuchantik		
1	troiñ		
1	tiskrabellat		
1	wezenn)		
1	pilet		
1	Pizh		
1	plegiñ		
1	plæguein		
1	poania		
1	sammañ.-et_(Adj)		
1	#añsad		
1	Freskaet		
1	leuskel-laoskit-me		
1	Bannit-hoñ		
1	Lakait-hé		
1	Karamb		
1	hoñ}		
1	Teus		
1	Souezhet		
1	en.en-kaout-en		
1	deus-eñ		
1	mès-		
1	hoñ}.		
1	kaout-mès-mé		
1	hai}		
1	goarnet		
1	get-n-eign		
1	blank		
1	hon}		
1	pur		
1	kaout-eus-hé		
1	kaout-'		
1	noa-hé		
1	(gi)		
1	dichatet		
1	kaout-c'h		
1	ən{-oŋ		
1	-i		
1	-aj		
1	Mem		
1	Perec		
1	studiet		
1	câret		
1	eus-hi		
1	hui		
1	jardrin		
1	laré,		
1	koéh		
1	hê		
1	tiboukiñ		
1	lâr		
1	salopri		
1	gwela		
1	doug		
1	tachad-DEM		
1	arlene		
1	'-'		
1	gomzit		
1	bras.		
1	raz		
1	Maryvonne		
1	vlank		
1	baourez.		
1	laouenn		
1	viwein		
1	virou		
1	rika		
1	sac'hadoù		
1	reka		
1	euriad		
1	Foetet		
1	brunellat.vrunelle-ni-echo		
1	rac’h		
1	tost.tostañ-ha-rac'h.tostañ-ha-rac'h-&-tostañ-ha-rac'h		
1	Glever.		
1	redo		
1	si-se-DEM		
1	beroù-se		
1	daent		
1	ant		
1	sac'hadoù.-ad.sac'hadoù		
1	santein		
1	Segal		
1	segal		
1	selle		
1	gwiv		
1	sonen		
1	/šə-tri/		
1	š-əndaj		
1	etonet		
1	sord		
1	Sort		
1	sav-kalon		
1	den-se		
1	sauet.-et_(Adj)		
1	sauet		
1	skarzhiñ		
1	skoé		
1	skoaz-doc'h-skoaz-ouzh-skoaz-doc'h-skoaz		
1	duel.diskoaz		
1	tiskrabellat-tiskrabellat-tiskrabellat-tiskrabellat.tiskrabellat		
1	skudell		
1	chuaic'h		
1	c'hapiten		
1	Taolet		
1	minourez.-ez_(F)		
1	Bodoù		
1	Jermaned.-ed_(PL)		
1	droug.-où_(PL)		
1	aesañ		
1	lazh		
1	labour-se		
1	degouezh		
1	…èl		
1	kostaud		
1	Kani		
1	Yaouankoc'h		
1	on-me		
1	Nitra		
1	gwelout.kuelet		
1	devalen		
1	Divroiñ		
1	dishañval-dishañval.hañval		
1	gomza		
1	Ioñ		
1	bollûa		
1	ket.kaout		
1	Avañset-kaer		
1	Margaritig		
1	#erion		
1	linselioù.		
1	dec’h		
1	gwazh,_gwasoc'h		
1	fachiñ.-et(Adj)		
1	Postposition		
1	kouchañ		
1	greska		
1	…hag		
1	/urpex		
1	tərga:x		
1	darzho		
1	tuemm		
1	/toš		
1	t-ənti		
1	-aat		
1	dosta		
1	douch		
1	dezhe…		
1	art.-ad,_-iad		
1	tulat		
1	Kaout		
1	stardañ.-et_(Adj)		
1	sulieg		
1	drezol		
1	dehe		
1	dra-se…		
1	meskl.-ed_(PL)		
1	linennoù		
1	welomp		
1	/trow		
1	d-ənti		
1	truhek.-ek		
1	e'.trugarez.-at		
1	d’achap…		
1	Kouchet		
1	ùenang		
1	ked		
1	mènn…		
1	achap		
1	a(g)		
1	Hed-ha-hed		
1	linenn		
1	gant-get-n-eign		
1	Kornal		
1	douiadelleu		
1	Rein		
1	veitouréz		
1	guélé		
1	95		
1	vehomp		
1	tolpañ.-et_(Adj)		
1	àrnin.pronom_incorporé		
1	diaoul		
1	arnehou		
1	yun		
1	ardro		
1	araj		
1	chom.-el_(V)		
1	yenaet.-aat		
1	Kizhier		
1	garioù.-ioù_(PL)		
1	itron.-ezed		
1	gwiskañ.-et_(Adj)		
1	Gouzañvet		
1	c’hleñved-se		
1	naet.netaat		
1	Neus		
1	begad.		
1	jiletennad		
1	Mare		
1	kreiz.deiz.kreisteiz[i]ad		
1	dorn.dornadeg		
1	klemm.klemmadennou		
1	nom_de_jour		
1	chifernadur		
1	Uhellad		
1	vet'		
1	ti.diegezh.-egezh		
1	ti.diegezh		
1	mein.meinekañ.meinekañ.meinekañ		
1	Tap'		
1	hédnad.		
1	sac'h.-ier		
1	dornérez		
1	dud.		
1	c'hoari.c'hoarien.c'hoarien		
1	djwellañ		
1	bizier		
1	pikurio		
1	dè.		
1	maomp		
1	Jôzeb		
1	Lanvénégen		
1	nounn		
1	fennañ.-et_(Adj)		
1	gast.Hyp		
1	klak		
1	alumetez		
1	Hounn		
1	lamm		
1	glililing		
1	alc'hioù		
1	Oblijet		
1	(Me		
1	meus).kaout		
1	Kenkoulz,_koulz		
1	beaj		
1	distro		
1	Dessyoñ		
1	droiad		
1	Laouik		
1	sterniet		
1	vremañ.		
1	a-dost		
1	fetepans		
1	a-raozon		
1	lamp		
1	abaoue		
1	tomm.dommet		
1	abdal		
1	ac'han		
1	Aesaet		
1	Bro-Iwerzhon		
1	veldoh		
1	ayayaylh		
1	alho		
1	Gwreg		
1	Droch		
1	mear		
1	mezv.-iñ		
1	vezvi		
1	aliezig.-ig		
1	anavezout.anaoudegezh.-egezh		
1	anaoudegezh.-egezh		
1	yen-sreid		
1	yeign-sklass		
1	ma-yè.		
1	c'hoazh,		
1	goueza		
1	kouskoudé		
1	mèd		
1	Est		
1	(Moëlan)		
1	Skleit		
1	Joz		
1	dàet		
1	rweig		
1	sam'		
1	perlez		
1	lintra.		
1	Zonarz		
1	teuont		
1	chaseal		
1	aldouarenn		
1	Neuche		
1	aèl		
1	vannika.vannika.vannika		
1	baro		
1	batous		
1	voyach		
1	rebechou		
1	goustians		
1	bedoù.-où_(PL)		
1	bilo		
1	biloioù.-ioù_(PL)		
1	mennek		
1	neg		
1	pepred		
1	Bepred		
1	tangnouz-man-DEM		
1	kint		
1	bennek		
1	verna		
1	bestiaod.teod		
1	poazet.		
1	Équivalent		
1	betegoût		
1	bad		
1	bizier.-ier		
1	pikur.-ioù_(PL)		
1	bliavenn.-enn		
1	boazet.-et_(Adj)		
1	vourremp		
1	boned.-où_(PL)		
1	droug-bwellou		
1	vragoù		
1	brañchet.-et_(Adj)		
1	vrozh		
1	dav.pronom_incorporé		
1	eur-se.		
1	c'hoantet.-aat		
1	a-meum-kaout		
1	kahad		
1	melch'		
1	Jean_Pensec		
1	Pensek		
1	Kouik		
1	chomas		
1	Rezistañs		
1	furmañ.		
1	dimeziñ.-et_(Adj)		
1	skelrijenn.-añ_(V)		
1	e-bard		
1	pesk.-ed_(PL)		
1	glér'		
1	Sounta		
1	bihetch		
1	AUX_gouzout		
1	brezelioù		
1	broioù		
1	goulou		
1	dianez		
1	dion		
1	deon.pronom_incorporé		
1	Tregon		
1	gant.-où_(PL)		
1	daelou		
1	daw		
1	tegouezh		
1	klevout…		
1	zegouez		
1	zenañ		
1	Kae		
1	douz		
1	amen		
1	Troñs-lostenn		
1	deus'		
1	Digoéo		
1	diavet.-et_(Adj)		
1	diaouled.-ed_(PL)		
1	tigori		
1	dean		
1	Elien		
1	c'hoari.-ien,_-ion_(PL)		
1	di'		
1	jo-sen		
1	diranch		
1	zistolas		
1	diskuel		
1	ziztagfè-hi-PPDG		
1	disterañ.disterañ.disterañ		
1	zistrujañ		
1	.-oc'h		
1	glié		
1	deun		
1	teuje		
1	Eviton-me		
1	(t/)zeuio		
1	deue		
1	sklerijenn.-añ		
1	c’hoant		
1	naet.netaat.-aat		
1	dornadeg.-adeg		
1	indéfini_de_choix_libre_par_reduplication		
1	nife		
1	est		
1	maritime		
1	dour…		
1	fulladenn		
1	Henri		
1	poz.-où_(PL)		
1	diouskouarn.skouarn		
1	bras-DEM		
1	Mellou		
1	P/e.'		
1	didoñ		
1	gi-mañ		
1	gichen		
1	P/e-e-lec'h		
1	klemmadennou		
1	gan		
1	ger.-ioù_(PL)		
1	tous		
1	e-bet		
1	bi		
1	tañvez-amann…		
1	eeoñv		
1	didammet-didammet.tamm.-et		
1	harnez		
1	pillennou		
1	paourkez		
1	eben.eben		
1	’neus		
1	c’hoar		
1	vezes		
1	yaourtou		
1	).		
1	emaoc'h		
1	COP-oa-hi		
1	COP-oa-eñ		
1	degourdi		
1	anez-i		
1	charreter.		
1	youd		
1	lesket		
1	bignat		
1	PPDG		
1	Liez		
1	liou		
1	l.-enn		
1	paelon		
1	louarn		
1	edot		
1	art.pluriel_interne.ar.ar		
1	anavezout.-egezh		
1	matrene		
1	melus.melus.-us		
1	lakègn		
1	melchen-glas.		
1	verc’h		
1	meried		
1	bestiaod		
1	mod'		
1	waet		
1	ue		
1	merlused.-ed_(PL)		
1	grougañ		
1	c'horn-troioù		
1	Tra-penn		
1	mouar		
1	rezin.		
1	mun'		
1	(N'		
1	flaer.		
1	dou'		
1	poch		
1	tou'		
1	Pochub		
1	mefe		
1	barz?		
1	netaat.netaat.-aat		
1	Neubeud		
1	noms_de_jours_de_la_semaine		
1	dae.		
1	nebeutañ).nebeutañ).nebeutañ)		
1	ninyal		
1	enezenn		
1	Eviti		
1	unan-unan		
1	n'.pronom_incorporé		
1	deoh;		
1	ganeoh.		
1	Blogonneg		
1	fougasoù.-où_(PL)		
1	baraer		
