fréquence	Gloss	UD	
1	_1_kefridi		
1	tâche		
1	_1_rochers		
1	en.e		
1	1949.		
1	avec.SG.PL		
1	R.lui		
1	lit..s		
1	tener		
1	répondons		
1	(un_grand_mensonge)		
1	portrait		
1	dîner-ci		
1	_1_métair.-euri		
1	ie		
1	nous_art		
1	tête-dos-&		
1	se.plaindre		
1	votre_3,+C_		
1	R..1SG--a		
1	-maladie		
1	mais_art		
1	le__5_coiffe.-où_(PL.)		
1	dé..gonfl.er		
1	1PL-kaout		
1	parlais		
1	maître-école		
1	_1_gwaz		
1	_1_vieux		
1	_5_brancard		
1	com--..degré		
1	Yann_R_zo		
1	est_(art		
1	un)_5_		
1	particule		
1	fille-cher--moi		
1	diduadenn		
1	Art		
1	strict		
1	en-on		
1	différence		
1	accus.-et_(Adj.)		
1	[kestion		
1	voleurs		
1	vol.-ichoù_(PL.)		
1	lait.-eg,_-og_(N.A.)		
1	à-patatras		
1	haut.flux		
1	mort_1_.mor		
1	le_joie.-edigezh,_-idigezh		
1	trist.-edigezh,_-idigezh		
1	moindre		
1	R.ober		
1	canettes		
1	disul		
1	Diou		
1	wech		
1	roet		
1	eul		
1	gantañ		
1	quatorze		
1	kendelc'her		
1	montr.-et_(Adj.)-é		
1	vendredi		
1	p..--et_(Adj)u		
1	dégât		
1	confiture		
1	10		
1	CONTEXTE2:		
1	Dans		
1	restaurant,		
1	desserts		
1	décoré.		
1	peignaient		
1	mieux_evit		
1	ne_1__fellout		
1	plait_ket		
1	que_ne_1__anavezout		
1	connais__ket		
1	machine		
1	aime.IMP		
1	se_trouvait		
1	heureusement		
1	serre-œil		
1	Pronom		
1	_1_truez		
1	leur_2__numéraux_cardinaux		
1	parce_que		
1	jaune.-oc'h		
1	choquait,		
1	comme-vrai		
1	s-cuir		
1	tabl.eau		
1	_1_tennañ		
1	tir.-adenn		
1	teuziñ		
1	arriver_gant		
1	Anastasie		
1	optatif		
1	evoyé		
1	ci-bras		
1	dienez		
1	indigence		
1	gagnent		
1	deux.brec'h		
1	Beuzet		
1	Léon		
1	celui..ci-reduplication		
1	lieu-ci-lieu		
1	DEM-DEM		
1	ci-DEM		
1	froid-intensifieur		
1	trois_2_		
1	quille		
1	kleiz		
1	deux-à-deux		
1	strak.-adenn		
1	borborygm.-at_(V.)		
1	eau-croupie		
1	/strak/.-adenn		
1	-dro		
1	duel.main		
1	1PL..a--nous		
1	a--nous		
1	(P.e		
1	à)		
1	(objet)		
1	tête-cochons		
1	vaisseaux		
1	intent		
1	Koz-Kastell		
1	le.ain.s		
1	quartier.s		
1	Pays--Trégor		
1	eo		
1	en--e--lec'h		
1	a
1	zo		
1	animal.x		
1	pfx.avaler		
1	bec'h		
1	fleur.-ioù		
1	krouadur		
1	fermera		
1	si_4__avel		
1	vent_Nord		
1	vivre_R_1__ober		
1	faisons_art		
1	un_poent		
1	temps_C.ha(g)		
1	bébé		
1	souten.u		
1	archer		
1	__?__		
1	ne_1__gallout		
1	peux_ket		
1	pas_lavarout		
1	dire_da		
1	dougañ		
1	ai.u		
1	lait..#et_(Adj)		
1	verras		
1	brûl.é		
1	que/si_4,		
1	le_magasin.-où_(PL.)		
1	fleur.-ioù_(PL.)		
1	jaun.ir..		
1	_1_mère		
1	comptait.on		
1	avec_art		
1	mieux-marché		
1	monsieur_nom_propre		
1	suravat!		
1	ça.oui!		
1	_1_mèche		
1	peut--être.s		
1	nourrit.on		
1	veaux		
1	coupa		
1	Filo		
1	Menez-Hom		
1	filouter		
1	roi--grand		
1	a.aon		
1	_1_geot		
1	herbe.-enn		
1	attention.er		
1	brennig		
1	tête--cochons		
1	a-skarv		
1	en.biais		
1	rezonabl		
1	e-harz		
1	_1_moyen		
1	devait.IMP		
1	mort_1_.mer		
1	pfx_1_.mor		
1	dent.é		
1	mer_1_.pie		
1	un__5_korf		
1	corps-marv		
1	mort_tremen		
1	passer_les_numéraux_cardinaux		
1	2_1__gwech		
1	fois_dre		
1	par_hent		
1	route_nom_prore		
1	lumière-rousin		
1	résine		
1	eur-bilhed		
1	billet.pluriel_interne		
1	deux..M		
1	deux.(F)		
1	souten..--et_(Adj)--u		
1	écrire_ni_lenn_(V.)		
1	magasin-où_(PL.)		
1	fréquenté		
1	fois.autre		
1	aimions		
1	neg.part		
1	sou.s		
1	mae		
1	marée.s		
1	quit.ter		
1	feuilles.-ioù_(PL.)		
1	fruits.SG		
1	*sont		
1	R_1__zo		
1	est_souezhañ		
1	humain_ne_1__dleout		
1	moteur		
1	cach.-ennoù		
1	ettes		
1	diwar-benn		
1	propos		
1	nom..m.é		
1	croch.é		
1	rassemblé		
1	près.DIM		
1	leur-trois		
1	1893		
1	28		
1	jour.n.-vezh		
1	signifie		
1	ouessantine		
1	prêtr.é		
1	petit-ci		
1	krouiñ		
1	créé		
1	bar		
1	preñv		
1	cabl.-enn		
1	priñs		
1	princ.-ez_(F.)		
1	aime-kanañ		
1	fit-donc		
1	grapin		
1	esprit.é--kaer		
1	Kaou_Penngloan		
1	était.moi		
1	ne_1_’kaout		
1	toux		
1	charg.ement.s		
1	croyances		
1	superstitions		
1	quel.a		
1	de_1_.tra		
1	râtelier		
1	é.clair..é		
1	le_familh		
1	cherchait		
1	les.quel		
1	katekiz		
1	cathéchisme		
1	a-c'houdevezh		
1	non--..risqué		
1	cachettes		
1	deux..saut		
1	écrire_Na…_na		
1	moineau		
1	peur_1_-dornañ		
1	battage		
1	apprêté		
1	fière		
1	salué		
1	nouveau-temps		
1	emplumé		
1	mar--		
1	pfx.chevelure		
1	famille_		
1	saucisses		
1	cour.-iad		
1	bien.-oc'h		
1	le_aod		
1	côte.-où_(PL.)		
1	à_4__c'hoari		
1	jouer_billes_dre		
1	par_ads		
1	tâche..IMP		
1	était..IMP		
1	à..IMP		
1	nom-là		
1	grimpe		
1	R--1SG-a		
1	3PL-écho		
1	kerkent		
1	chose:		
1	est..3SG--F		
1	dans_dans.elle		
1	moien		
1	se.trouvent		
1	lipous		
1	sucré		
1	optatif_1_		
1	deux_1__gwaz		
1	an..n.ée		
1	fleurs.-ioù_(PL.)		
1	eur-billets		
1	_1_corde_1_		
1	risklañ		
1	gliss.-us_(Adj.)		
1	dé--tapé		
1	_1_kentel		
1	pour.ne.pas		
1	à.debout		
1	donn..#et_(adj..)		
1	mont..#et_(adj..)		
1	texte.s		
1	en.tan		
1	feu.-et_(Adj.)		
1	à-lève		
1	montée		
1	Saig		
1	_5_kerzhout		
1	fraiche.plus		
1	née.-où_(PL.)		
1	un_couple_eus		
1	le_holl		
1	tous_loen		
1	Korentin		
1	secourent		
1	bell.ir		
1	fait_(embellir_art		
1	le_coin-pays)		
1	Yann_R_1__chantera		
1	<>		
1	étudiants		
1	soeur.s		
1	épais..plus		
1	pire.plus-pire		
1	le__1_mestr		
1	s-skol		
1	1834		
1	prospérer		
1	allas!		
1	hélas!		
1	grand.le.plus		
1	chaleureux.le.plus		
1	capable.le.plus		
1	le_forn		
1	passes		
1	voisin.-eien		
1	Auguste_&		
1	s_&		
1	arrang.é		
1	plumm..é		
1	dent.-et_(Adj.)		
1	mor-		
1	mer_1_.pik		
1	se_1__tromp.-et_(Adj.)		
1	genoux.-et_(Adj.)		
1	_1_bered		
1	dé.accour.u		
1	fête.s		
1	attrapes		
1	symbole		
1	toile		
1	en..front		
1	accusé		
1	press.-ell		
1	_1_tir.-adenn		
1	_1_chaud		
1	beaucoup_eus		
1	de_pesk		
1	s.-erien		
1	eurs_nom_propre		
1	s_ne_COP		
1	sont_ket		
1	pas_kouezhañ		
1	trouer		
1	dis.moi-moi		
1	estlamm		
1	merveille-DEM		
1	trans.tres		
1	form.-adur		
1	etretant		
1	entretemps		
1	bless.-et_(Adj.)		
1	chipal		
1	manche.-où_(PL.)		
1	tap.é		
1	di-tap.é		
1	pas.mais		
1	tondu		
1	cordage.s		
1	_5_kravazh		
1	brancard		
1	trans.form.-adur		
1	IMP-seul		
1	tour-war		
1	sur-tro		
1	tour-sur-tour		
1	et-pied		
1	.pitié		
1	mouton.s		
1	réponds		
1	se_passe		
1	com.degré		
1	porte.-ioù_(PL.)		
1	deux-et-deux		
1	n.-et_(Adj.)		
1	_1_boule		
1	quilles		
1	/di-tapé/		
1	nep-		
